ticker,start,end,rule,cik,price_symbol,price_source,status,note
QCOM,1999-07-22,,R1,804328,QCOM,yfinance,OK,위키 CIK 일치
QRVO,2015-06-12,2024-12-23,R3,1604778,QRVO,tiingo,OK,Qorvo Inc · 후보1→정기보고서 있는 1
R,1996-01-02,2017-06-19,R3,85961,R,tiingo,OK,Ryder System Inc · 후보1→정기보고서 있는 1
RAI,2002-09-04,2017-07-25,R3,1275283,RAI,tiingo,OK,Reynolds American Inc · 후보1→정기보고서 있는 1
RCL,2014-12-05,,R1,884887,RCL,yfinance,OK,위키 CIK 일치
RDDT,2026-08-18,,R1,1713445,RDDT,yfinance,OK,위키 CIK 일치
RE,2017-06-19,2023-07-10,R2,1095073,EG,yfinance,OK,Everest Group · 후보1→정기보고서 있는 1
REG,2017-03-02,,R1,910606,REG,yfinance,OK,위키 CIK 일치
REGN,2013-05-01,,R1,872589,REGN,yfinance,OK,위키 CIK 일치
RF,1998-08-28,,R1,1281761,RF,yfinance,OK,위키 CIK 일치
RHI,2000-12-05,2024-06-24,R3,315213,RHI,tiingo,OK,Robert Half Inc · 후보1→정기보고서 있는 1
RHT,2009-07-27,2019-07-15,R3,1087423,RHT,tiingo,OK,Red Hat Inc · 후보2→정기보고서 있는 1
RIG,2013-10-29,2017-07-26,R3,1451505,RIG,tiingo,OK,Transocean Ltd · 후보3→정기보고서 있는 1
RJF,2017-03-20,,R1,720005,RJF,yfinance,OK,위키 CIK 일치
RL,2007-02-02,,R1,1037038,RL,yfinance,OK,위키 CIK 일치
RMD,2017-07-26,,R1,943819,RMD,yfinance,OK,위키 CIK 일치
ROK,1996-01-02,,R1,1024478,ROK,yfinance,OK,위키 CIK 일치
ROL,2018-10-01,,R1,84839,ROL,yfinance,OK,위키 CIK 일치
ROP,2009-12-23,,R1,882835,ROP,yfinance,OK,위키 CIK 일치
ROST,2009-12-21,,R1,745732,ROST,yfinance,OK,위키 CIK 일치
RRC,2007-12-21,2018-06-18,R3,315852,RRC,tiingo,OK,Range Resources Corp · 후보6→정기보고서 최다 16건(차순 7)
RSG,2008-12-05,,R1,1060391,RSG,yfinance,OK,위키 CIK 일치
RTN,1996-01-02,2020-04-06,R3,1047122,RTN,tiingo,OK,Raytheon Company · 후보2→정기보고서 있는 1
RTX,2020-04-03,,R1,101829,RTX,yfinance,OK,위키 CIK 일치
RVTY,2023-05-16,,R1,31791,RVTY,yfinance,OK,위키 CIK 일치
SATS,2026-03-23,2026-06-24,R5,,,,UNREACHABLE,Tiingo 없음
SBAC,2017-09-01,,R1,1034054,SBAC,yfinance,OK,위키 CIK 일치
SBNY,2021-12-20,2023-03-15,R3,,SBNY,tiingo,PRICE_ONLY,수동: Signature Bank 는 SEC 가 아니라 FDIC 에 공시 — 가격만 · EDGAR 재무 없음
SBUX,2000-06-08,,R1,829224,SBUX,yfinance,OK,위키 CIK 일치
SCG,2009-01-02,2019-01-02,R3,754737,SCG,tiingo,OK,SCANA Corp · 후보2→정기보고서 있는 1
SCHW,1997-06-02,,R1,316709,SCHW,yfinance,OK,위키 CIK 일치
SE,2007-01-03,2017-02-27,R5,,,,UNREACHABLE,Tiingo 기간 2017-10-20~2026-09-25 이 구간을 못 덮음(재사용·잘림)
SEDG,2021-12-20,2023-12-18,R3,1419612,SEDG,tiingo,OK,Solaredge Technologies Inc · 후보1→정기보고서 있는 1
SEE,1998-04-01,2023-12-18,R3,1012100,SEE,tiingo,OK,Sealed Air Corp · 후보1→정기보고서 있는 1
SHW,1996-01-02,,R1,89800,SHW,yfinance,OK,위키 CIK 일치
SIG,2015-07-29,2018-03-19,R3,832988,SIG,tiingo,OK,Signet Jewelers Ltd · 후보1→정기보고서 있는 1
SIVB,2018-03-19,2023-03-15,R4,719739,SIVBQ,tiingo,OK,SVB Financial Group · 후보1→정기보고서 있는 1
SJM,2008-11-06,,R1,91419,SJM,yfinance,OK,위키 CIK 일치
SLB,1996-01-02,,R1,87347,SLB,yfinance,OK,위키 CIK 일치
SLG,2015-03-23,2021-03-22,R3,1040971,SLG,tiingo,OK,SL Green Realty Corp · 후보1→정기보고서 있는 1
SMCI,2024-03-18,,R1,1375365,SMCI,yfinance,OK,위키 CIK 일치
SNA,1996-01-02,,R1,91440,SNA,yfinance,OK,위키 CIK 일치
SNDK,2006-04-20,2016-05-12,R5,,,,UNREACHABLE,Tiingo 기간 2025-02-24~2026-09-25 이 구간을 못 덮음(재사용·잘림)
SNDK,2025-11-28,,R1,2023554,SNDK,yfinance,OK,위키 CIK 일치
SNI,2008-07-01,2018-03-07,R3,1430602,SNI,tiingo,OK,Scripps Networks Interactive Inc · 후보1→정기보고서 있는 1
SNPS,2017-03-16,,R1,883241,SNPS,yfinance,OK,위키 CIK 일치
SO,1996-01-02,,R1,92122,SO,yfinance,OK,위키 CIK 일치
SOLS,2025-10-30,2025-12-22,R3,2064953,SOLS,tiingo,OK,Solstice Advanced Materials Inc · 후보1→정기보고서 있는 1
SOLV,2024-04-01,,R1,1964738,SOLV,yfinance,OK,위키 CIK 일치
SPG,2002-06-26,,R1,1063761,SPG,yfinance,OK,위키 CIK 일치
SPGI,1996-01-02,,R1,64040,SPGI,yfinance,OK,위키 CIK 일치
SPLS,1998-10-07,2017-09-13,R5,,,,UNREACHABLE,Tiingo 기간 2026-01-16~2026-09-25 이 구간을 못 덮음(재사용·잘림)
SRCL,2008-11-19,2018-12-03,R3,861878,SRCL,tiingo,OK,Stericycle Inc · 후보1→정기보고서 있는 1
SRE,1998-06-29,,R1,1032208,SRE,yfinance,OK,위키 CIK 일치
STE,2019-12-23,,R1,1757898,STE,yfinance,OK,위키 CIK 일치
STI,1996-01-02,2019-12-09,R5,,,,UNREACHABLE,Tiingo 기간 2024-02-02~2026-09-25 이 구간을 못 덮음(재사용·잘림)
STJ,1996-01-02,2017-01-05,R3,203077,STJ,tiingo,OK,St Jude Medical Inc · 후보1→정기보고서 있는 1
STLD,2022-12-22,,R1,1022671,STLD,yfinance,OK,위키 CIK 일치
STT,1997-08-18,,R1,93751,STT,yfinance,OK,위키 CIK 일치
STX,2012-07-02,,R1,1137789,STX,yfinance,OK,위키 CIK 일치
STZ,2005-07-05,,R1,16918,STZ,yfinance,OK,위키 CIK 일치
SW,2024-07-08,,R1,2005951,SW,yfinance,OK,위키 CIK 일치
SWK,1996-01-02,,R1,93556,SWK,yfinance,OK,위키 CIK 일치
SWKS,2015-03-12,,R1,4127,SWKS,yfinance,OK,위키 CIK 일치
SWN,2008-06-06,2017-04-04,R3,7332,SWN,tiingo,OK,Southwestern Energy Company · 후보1→정기보고서 있는 1
SYF,2015-11-18,,R1,1601712,SYF,yfinance,OK,위키 CIK 일치
SYK,2000-12-12,,R1,310764,SYK,yfinance,OK,위키 CIK 일치
SYMC,2003-03-31,2019-11-05,R2,849399,GEN,yfinance,OK,Gen Digital · 후보1→정기보고서 있는 1
SYY,1996-01-02,,R1,96021,SYY,yfinance,OK,위키 CIK 일치
T,1996-01-02,,R1,732717,T,yfinance,OK,위키 CIK 일치
TAP,1996-01-02,,R1,24545,TAP,yfinance,OK,위키 CIK 일치
TDC,2007-10-01,2017-06-19,R3,816761,TDC,tiingo,OK,Teradata Corp · 후보1→정기보고서 있는 1
TDG,2016-06-03,,R1,1260221,TDG,yfinance,OK,위키 CIK 일치
TDY,2020-06-22,,R1,1094285,TDY,yfinance,OK,위키 CIK 일치
TE,2001-10-10,2016-07-01,R5,,,,UNREACHABLE,Tiingo 기간 2021-07-08~2026-09-25 이 구간을 못 덮음(재사용·잘림)
TECH,2021-08-30,,R1,842023,TECH,yfinance,OK,위키 CIK 일치
TEL,2011-10-17,,R1,1385157,TEL,yfinance,OK,위키 CIK 일치
TER,2020-09-21,,R1,97210,TER,yfinance,OK,위키 CIK 일치
TFC,2019-12-09,,R1,92230,TFC,yfinance,OK,위키 CIK 일치
TFX,2019-01-18,2025-03-24,R3,96943,TFX,tiingo,OK,Teleflex Incorporated · 후보1→정기보고서 있는 1
TGNA,1996-01-02,2017-06-02,R3,39899,TGNA,tiingo,OK,TEGNA Inc · 후보1→정기보고서 있는 1
TGT,1996-01-02,,R1,27419,TGT,yfinance,OK,위키 CIK 일치
THC,1996-01-02,2016-04-18,R3,70318,THC,tiingo,OK,Tenet Healthcare Corp · 후보1→정기보고서 있는 1
TIF,2000-06-21,2021-01-07,R3,98246,TIF,tiingo,OK,Tiffany & Company · 후보1→정기보고서 있는 1
TJX,1996-01-02,,R1,109198,TJX,yfinance,OK,위키 CIK 일치
TKO,2025-03-24,,R1,1973266,TKO,yfinance,OK,위키 CIK 일치
TMK,1996-01-02,2019-08-08,R2,320335,GL,yfinance,OK,Globe Life · 후보1→정기보고서 있는 1
TMO,1997-01-02,,R1,97745,TMO,yfinance,OK,위키 CIK 일치
TMUS,2019-07-15,,R1,1283699,TMUS,yfinance,OK,위키 CIK 일치
TPL,2024-11-26,,R1,1811074,TPL,yfinance,OK,위키 CIK 일치
TPR,2004-09-01,,R1,1116132,TPR,yfinance,OK,위키 CIK 일치
TRGP,2022-10-12,,R1,1389170,TRGP,yfinance,OK,위키 CIK 일치
TRIP,2011-12-21,2019-12-23,R3,1526520,TRIP,tiingo,OK,TripAdvisor Inc · 후보4→정기보고서 있는 1
TRMB,2021-01-21,,R1,864749,TRMB,yfinance,OK,위키 CIK 일치
TROW,1999-10-13,,R1,1113169,TROW,yfinance,OK,위키 CIK 일치
TRV,1996-01-02,,R1,86312,TRV,yfinance,OK,위키 CIK 일치
TSCO,2014-01-24,,R1,916365,TSCO,yfinance,OK,위키 CIK 일치
TSLA,2020-12-21,,R1,1318605,TSLA,yfinance,OK,위키 CIK 일치
TSN,2005-08-11,,R1,100493,TSN,yfinance,OK,위키 CIK 일치
TSS,2008-01-02,2019-09-23,R3,721683,TSS,tiingo,OK,수동: Tiingo 이름=ETF(GraniteShares TSLA) · 기간=Total System Services(Global Payments 2019-09 합병)
TT,2020-03-03,,R1,1466258,TT,yfinance,OK,위키 CIK 일치
TTD,2025-07-18,,R1,1671933,TTD,yfinance,OK,위키 CIK 일치
TTWO,2018-03-19,,R1,946581,TTWO,yfinance,OK,위키 CIK 일치
TWC,2009-03-30,2016-05-18,R3,1377013,TWC,tiingo,OK,Time Warner Cable Inc · 후보2→정기보고서 있는 1
TWTR,2018-06-07,2022-11-01,R3,1418091,TWTR,tiingo,OK,Twitter Inc · 후보1→정기보고서 있는 1
TWX,1996-01-02,2018-06-15,R3,1105705,TWX,tiingo,OK,Time Warner Inc · 후보1→정기보고서 있는 1
TXN,1996-01-02,,R1,97476,TXN,yfinance,OK,위키 CIK 일치
TXT,1996-01-02,,R1,217346,TXT,yfinance,OK,위키 CIK 일치
TYL,2020-06-22,,R1,860731,TYL,yfinance,OK,위키 CIK 일치
UA,2016-04-08,2022-06-21,R3,1336917,UA,tiingo,OK,Under Armour Inc - Class C · 후보1→정기보고서 있는 1
UAA,2014-05-01,2022-06-21,R3,1336917,UAA,tiingo,OK,Under Armour Inc - Class A · 후보1→정기보고서 있는 1
UAL,2015-09-03,,R1,100517,UAL,yfinance,OK,위키 CIK 일치
UBER,2023-12-18,,R1,1543151,UBER,yfinance,OK,위키 CIK 일치
UDR,2016-03-07,,R1,74208,UDR,yfinance,OK,위키 CIK 일치
UHS,2014-09-22,,R1,352915,UHS,yfinance,OK,위키 CIK 일치
ULTA,2016-04-18,,R1,1403568,ULTA,yfinance,OK,위키 CIK 일치
UNH,1996-01-02,,R1,731766,UNH,yfinance,OK,위키 CIK 일치
UNM,1996-01-02,2021-09-20,R3,5513,UNM,tiingo,OK,Unum Group · 후보1→정기보고서 있는 1
UNP,1996-01-02,,R1,100885,UNP,yfinance,OK,위키 CIK 일치
UPS,2002-07-22,,R1,1090727,UPS,yfinance,OK,위키 CIK 일치
URBN,2010-02-08,2017-03-20,R3,912615,URBN,tiingo,OK,Urban Outfitters Inc · 후보1→정기보고서 있는 1
URI,2014-09-22,,R1,1067701,URI,yfinance,OK,위키 CIK 일치
USB,1996-01-02,,R1,36104,USB,yfinance,OK,위키 CIK 일치
UTX,1996-01-02,2020-04-03,R2,101829,RTX,yfinance,OK,RTX Corp · 후보2→정기보고서 있는 1
V,2009-12-21,,R1,1403161,V,yfinance,OK,위키 CIK 일치
VAR,2007-02-12,2021-04-20,R3,203527,VAR,tiingo,OK,Varian Medical Systems Inc · 후보1→정기보고서 있는 1
VEEV,2026-05-07,,R1,1393052,VEEV,yfinance,OK,위키 CIK 일치
VFC,1996-01-02,2024-04-01,R3,103379,VFC,tiingo,OK,VF Corp · 후보2→정기보고서 있는 1
VIAB,2006-01-03,2019-12-05,R3,1339947,VIAB,tiingo,OK,Viacom Inc · 후보1→정기보고서 있는 1
VIAC,2019-12-05,2022-02-17,R2,813828,,,UNREACHABLE,수동: CBS 와 같음
VICI,2022-06-08,,R1,1705696,VICI,yfinance,OK,위키 CIK 일치
VLO,2004-04-29,,R1,1035002,VLO,yfinance,OK,위키 CIK 일치
VLTO,2023-10-02,,R1,1967680,VLTO,yfinance,OK,위키 CIK 일치
VMC,1999-07-01,,R1,1396009,VMC,yfinance,OK,위키 CIK 일치
VMRK,2026-08-18,,R1,906107,VMRK,yfinance,OK,위키 CIK 일치
VNO,2005-08-12,2023-01-04,R3,899689,VNO,tiingo,OK,Vornado Realty Trust · 후보1→정기보고서 있는 1
VNT,2020-10-12,2021-03-22,R3,1786842,VNT,tiingo,OK,Vontier Corporation · 후보1→정기보고서 있는 1
VRSK,2015-10-08,,R1,1442145,VRSK,yfinance,OK,위키 CIK 일치
VRSN,2006-02-01,,R1,1014473,VRSN,yfinance,OK,위키 CIK 일치
VRT,2026-03-23,,R1,1674101,VRT,yfinance,OK,위키 CIK 일치
VRTX,2013-09-23,,R1,875320,VRTX,yfinance,OK,위키 CIK 일치
VST,2024-05-08,,R1,1692819,VST,yfinance,OK,위키 CIK 일치
VTR,2009-03-04,,R1,740260,VTR,yfinance,OK,위키 CIK 일치
VTRS,2020-11-17,,R1,1792044,VTRS,yfinance,OK,위키 CIK 일치
VZ,1996-01-02,,R1,732712,VZ,yfinance,OK,위키 CIK 일치
WAB,2019-02-27,,R1,943452,WAB,yfinance,OK,위키 CIK 일치
WAT,2002-01-02,,R1,1000697,WAT,yfinance,OK,위키 CIK 일치
WBA,1996-01-02,2025-08-28,R3,1618921,WBA,tiingo,OK,Walgreens Boots Alliance Inc · 후보2→정기보고서 있는 1
WBD,2022-04-11,,R1,1437107,WBD,yfinance,OK,위키 CIK 일치
WCG,2018-09-17,2020-01-28,R3,1279363,WCG,tiingo,OK,WellCare Health Plans Inc · 후보1→정기보고서 있는 1
WDAY,2024-12-23,,R1,1327811,WDAY,yfinance,OK,위키 CIK 일치
WDC,2009-07-01,,R1,106040,WDC,yfinance,OK,위키 CIK 일치
WEC,2008-10-31,,R1,783325,WEC,yfinance,OK,위키 CIK 일치
WELL,2009-01-30,,R1,766704,WELL,yfinance,OK,위키 CIK 일치
WFC,1996-01-02,,R1,72971,WFC,yfinance,OK,위키 CIK 일치
WFM,2006-01-03,2017-08-28,R3,865436,WFM,tiingo,OK,Whole Foods Market Inc · 후보1→정기보고서 있는 1
WHR,1996-01-02,2024-03-18,R3,106640,WHR,tiingo,OK,Whirlpool Corp · 후보2→정기보고서 있는 1
WLTW,2016-01-05,2022-01-10,R2,1140536,WTW,yfinance,OK,Willis Towers Watson · 후보1→정기보고서 있는 1
WM,1998-07-17,,R1,823768,WM,yfinance,OK,위키 CIK 일치
WMB,1996-01-02,,R1,107263,WMB,yfinance,OK,위키 CIK 일치
WMT,1996-01-02,,R1,104169,WMT,yfinance,OK,위키 CIK 일치
WRB,2019-12-05,,R1,11544,WRB,yfinance,OK,위키 CIK 일치
WRK,2015-07-02,2024-07-08,R5,,,,UNREACHABLE,Tiingo 기간 2024-07-05~2024-07-05 이 구간을 못 덮음(재사용·잘림)
WSM,2025-03-24,,R1,719955,WSM,yfinance,OK,위키 CIK 일치
WST,2020-05-22,,R1,105770,WST,yfinance,OK,위키 CIK 일치
WTW,2022-01-10,,R1,1140536,WTW,yfinance,OK,위키 CIK 일치
WU,2006-10-02,2021-12-20,R3,1365135,WU,tiingo,OK,Western Union Company · 후보2→정기보고서 있는 1
WY,1996-01-02,,R1,106535,WY,yfinance,OK,위키 CIK 일치
WYND,2006-08-01,2018-05-31,R2,1361658,TNL,tiingo,OK,Travel + Leisure · 후보1→정기보고서 있는 1
WYNN,2008-11-14,,R1,1174922,WYNN,yfinance,OK,위키 CIK 일치
XEC,2014-06-20,2020-03-03,R3,1168054,XEC,tiingo,OK,Cimarex Energy Company · 후보1→정기보고서 있는 1
XEL,1996-01-02,,R1,72903,XEL,yfinance,OK,위키 CIK 일치
XL,2001-09-04,2018-09-12,R3,875159,XL,tiingo,OK,XL Group plc · 후보1→정기보고서 있는 1
XLNX,1999-11-08,2022-02-15,R3,743988,XLNX,tiingo,OK,Xilinx Inc · 후보1→정기보고서 있는 1
XOM,1996-01-02,,R1,2115436,XOM,yfinance,OK,위키 CIK 일치
XRAY,2008-11-14,2024-04-02,R3,818479,XRAY,tiingo,OK,DENTSPLY Sirona Inc · 후보1→정기보고서 있는 1
XRX,1996-01-02,2021-03-22,R3,108772,XRX,tiingo,OK,Xerox Holdings Corp · 후보2→정기보고서 최다 27건(차순 8)
XYL,2011-11-01,,R1,1524472,XYL,yfinance,OK,위키 CIK 일치
XYZ,2025-07-23,,R1,1512673,XYZ,yfinance,OK,위키 CIK 일치
YUM,1997-10-07,,R1,1041061,YUM,yfinance,OK,위키 CIK 일치
ZBH,2001-08-07,,R1,1136869,ZBH,yfinance,OK,위키 CIK 일치
ZBRA,2019-12-23,,R1,877212,ZBRA,yfinance,OK,위키 CIK 일치
ZION,2001-06-25,2024-03-18,R3,109380,ZION,tiingo,OK,수동: Zions Bancorporation(/UT/ → N.A. 전환 2018 · 같은 CIK 계속)
ZTS,2013-06-24,,R1,1555280,ZTS,yfinance,OK,위키 CIK 일치
